FIGHT ORDER,KEY,ROUND FORMAT,EVENT_TYPE,EVENT_NAME,EVENT_YEAR,EVENT_MONTH,EVENT_DAY,LOCATION COUNTRY,LOCATION CITY,VENUE,ATTENDANCE,MAIN FIGHT,MID,WEIGHT CLASS,REF,METHOD,METHOD_D,ROUND,FINISH_ROUND_MIN,FINISH_ROUND_SEC,FINISH_ROUND_INSECONDS,TOTAL_INSECONDS,FIGHTER NAME,FIGHER NO,OUTCOME,FIGHTER ID,STR,TD,SUB,PASS,NICK,ASSOCIATION,LOCALITY,COUNTRY,BIRTH_YEAR,AGE_AT_FIGHT,HEIGHT_CM,WEIGHT_KG,REACH_INCH,REACH_INCH1,STANCE,WIN_AT_FIGHT,NOTWIN_AT_FIGHT,TOTAL_AT_FIGHT,WINRATIO_AT_FIGHT,STRAVG_AT_FIGHT,TDAVG_AT_FIGHT,SUBAVG_AT_FIGHT,PASSAVG_AT_FIGHT,AGE_DIFF,HEIGHT_DIFF,WEIGHT_DIFF,REACH_DIFF,EXP_DIFF,STRAVG_AT_FIGHT_DIFF,TDAVG_AT_FIGHT_DIFF,SUBAVG_AT_FIGHT_DIFF,PASSAVG_AT_FIGHT_DIFF,WINRATIO_DIFF,STANCE_DIFF,REACH_DIFF1
55,UFC 6: Clash of the Titans450Oleg TaktarovDave Beneteau,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,6,Open Weight,John McCarthy,Submission,Front Choke,1,0,57,57,57,Dave Beneteau,Fighter 2,loss,56,5,1,0,0,Dangerous,,"Windsor, Ontario",Canada,1968,27,187.96,113.398,,75.852372,Orthodox,2,1,3,0.666666667,7.333333333,0.666666667,0,1.333333333,-1,5.08,18.14368,,1,7.333333333,0.666666667,-0.5,0.833333333,0.166666667,Same Stance,2.010156
54,UFC 6: Clash of the Titans349Patrick SmithRudyard Moncayo,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,5,Open Weight,John McCarthy,Submission,Rear-Naked Choke,1,1,8,68,68,Patrick Smith,Fighter 1,win,21,6,2,1,1,,,"Denver, Colorado",United States,1963,32,187.96,102.0582,,75.852372,Orthodox,3,2,5,0.6,4.8,0,0.4,0.2,,10.16,13.60776,,5,4.8,0,0.4,0.2,0.6,Same Stance,4.020312
54,UFC 6: Clash of the Titans349Patrick SmithRudyard Moncayo,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,5,Open Weight,John McCarthy,Submission,Rear-Naked Choke,1,1,8,68,68,Rudyard Moncayo,Fighter 2,loss,114,0,0,0,0,,,"Santa Ana, California",United States,,,177.8,88.45044,,71.83206,Orthodox,0,0,0,0,0,0,0,0,,-10.16,-13.60776,,-5,-4.8,0,-0.4,-0.2,-0.6,Same Stance,-4.020312
53,UFC 6: Clash of the Titans248Paul VarelansCal Worsham,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,4,Open Weight,John McCarthy,KO,Elbow,1,1,2,62,62,Paul Varelans,Fighter 1,win,112,8,0,0,0,The Polar Bear,,"Fairbanks, Alaska",United States,1969,26,203.2,136.0776,,81.88284,Orthodox,0,0,0,0,0,0,0,0,,22.86,31.75144,,0,0,0,0,0,0,Same Stance,9.045702
53,UFC 6: Clash of the Titans248Paul VarelansCal Worsham,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,4,Open Weight,John McCarthy,KO,Elbow,1,1,2,62,62,Cal Worsham,Fighter 2,loss,113,9,0,0,0,,Worsham Team X,"Folsom, California",United States,,,180.34,104.32616,,72.837138,Orthodox,0,0,0,0,0,0,0,0,,-22.86,-31.75144,,0,0,0,0,0,0,Same Stance,-9.045702
52,UFC 6: Clash of the Titans147David AbbottJohn Matua,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,3,Open Weight,John McCarthy,KO,Punch,1,0,20,20,20,David Abbott,Fighter 1,win,110,7,0,0,0,Tank,,"Huntington Beach, California",United States,1965,30,182.88,120.20188,,73.842216,Switch,0,0,0,0,0,0,0,0,,-5.08,-61.23492,,0,0,0,0,0,0,Different Stance,-2.010156
52,UFC 6: Clash of the Titans147David AbbottJohn Matua,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,3,Open Weight,John McCarthy,KO,Punch,1,0,20,20,20,John Matua,Fighter 2,loss,111,0,0,0,0,,,"Garden Grove, California",United States,,,187.96,181.4368,,75.852372,Orthodox,0,0,0,0,0,0,0,0,,5.08,61.23492,,0,0,0,0,0,0,Different Stance,2.010156
51,,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,2,,N/A,Submission,Punches,1,3,6,186,186,Ian Freeman,Fighter 1,win,242,0,0,0,0,The Machine,Machine MMA,"Sunderland, Tyne and Wear",England,1970,25,180.34,102.0582,,72.837138,Orthodox,4,0,4,1,0,0,0,0,,-5.08,-2.26796,,0,0,0,0,0,1,,-2.010156
51,,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,2,,N/A,Submission,Punches,1,3,6,186,186,Nate Schroeder,Fighter 2,loss,255,0,0,0,0,,,"Rock Island, Illinois",United States,,,185.42,104.32616,,74.847294,,0,4,4,0,0,0,0,0,,5.08,2.26796,,0,0,0,0,0,-1,,2.010156
50,,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,1,,N/A,Submission,Punches,1,2,1,121,121,Ian Freeman,Fighter 1,win,242,0,0,0,0,The Machine,Machine MMA,"Sunderland, Tyne and Wear",England,1970,25,180.34,102.0582,,72.837138,Orthodox,3,0,3,1,0,0,0,0,,-5.08,-2.26796,,0,0,0,0,0,1,,-2.010156
50,,ONE ROUND,UFC Main Event,UFC 6 - Clash of the Titans,1995,7,14,America,"Casper, Wyoming, U.S.",Casper Events Center,2700,NO,1,,N/A,Submission,Punches,1,2,1,121,121,Nate Schroeder,Fighter 2,loss,255,0,0,0,0,,,"Rock Island, Illinois",United States,,,185.42,104.32616,,74.847294,,0,3,3,0,0,0,0,0,,5.08,2.26796,,0,0,0,0,0,-1,,2.010156
49,UFC 5: The Return of the Beast1046Dan SevernDave Beneteau,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,YES,10,Open Weight,John McCarthy,Submission,Keylock,1,3,1,181,181,Dan Severn,Fighter 1,win,52,2,1,1,1,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,37,187.96,113.398,,75.852372,Southpaw,4,1,5,0.8,3,1.2,0.6,1.2,10,0,0,,3,-7,0.2,0.6,-0.8,-0.2,Different Stance,0
49,UFC 5: The Return of the Beast1046Dan SevernDave Beneteau,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,YES,10,Open Weight,John McCarthy,Submission,Keylock,1,3,1,181,181,Dave Beneteau,Fighter 2,loss,56,2,0,0,0,Dangerous,,"Windsor, Ontario",Canada,1968,27,187.96,113.398,,75.852372,Orthodox,2,0,2,1,10,1,0,2,-10,0,0,,-3,7,-0.2,-0.6,0.8,0.2,Different Stance,0
48,UFC 5: The Return of the Beast945Ken ShamrockRoyce Gracie,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,9,Open Weight,John McCarthy,Draw,,1,36,0,2160,2160,Ken Shamrock,Fighter 1,draw,4,10,1,0,0,The World's Most Dangerous Man,Lion's Den,"San Diego, California",United States,1964,31,185.42,92.98636,72,72,Orthodox,3,1,4,0.75,3.25,0.75,0.75,1,2,0,13.60776,,-7,0.795454545,0.204545455,-0.522727273,-0.363636364,-0.25,Different Stance,-2.847294
48,UFC 5: The Return of the Beast945Ken ShamrockRoyce Gracie,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,9,Open Weight,John McCarthy,Draw,,1,36,0,2160,2160,Royce Gracie,Fighter 2,draw,19,3,0,0,0,,Gracie Humaita,Rio de Janeiro,Brazil,1966,29,185.42,79.3786,,74.847294,Southpaw,11,0,11,1,2.454545455,0.545454545,1.272727273,1.363636364,-2,0,-13.60776,,7,-0.795454545,-0.204545455,0.522727273,0.363636364,0.25,Different Stance,2.847294
47,UFC 5: The Return of the Beast744Dan SevernOleg Taktarov,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,8,Open Weight,John McCarthy,TKO,Cut,1,4,21,261,261,Dan Severn,Fighter 1,win,52,9,1,0,1,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,37,187.96,113.398,,75.852372,Southpaw,3,1,4,0.75,1.5,1.25,0.75,1.25,9,5.08,18.14368,,3,1.5,1.25,-0.25,0.25,-0.25,Different Stance,2.010156
47,UFC 5: The Return of the Beast744Dan SevernOleg Taktarov,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,8,Open Weight,John McCarthy,TKO,Cut,1,4,21,261,261,Oleg Taktarov,Fighter 2,loss,47,0,0,0,0,The Russian Bear,Freelance,Nizhny Novgorod,Russia,1967,28,182.88,95.25432,,73.842216,Orthodox,1,0,1,1,0,0,1,1,-9,-5.08,-18.14368,,-3,-1.5,-1.25,0.25,-0.25,0.25,Different Stance,-2.010156
46,UFC 5: The Return of the Beast643Dave BeneteauTodd Medina,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,7,Open Weight,John McCarthy,TKO,Punches,1,2,12,132,132,Dave Beneteau,Fighter 1,win,56,8,1,0,2,Dangerous,,"Windsor, Ontario",Canada,1968,27,187.96,113.398,,75.852372,Orthodox,1,0,1,1,12,1,0,2,2,10.16,25.854744,,0,8,0,-1,1,0,Different Stance,4.020312
46,UFC 5: The Return of the Beast643Dave BeneteauTodd Medina,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,7,Open Weight,John McCarthy,TKO,Punches,1,2,12,132,132,Todd Medina,Fighter 2,loss,61,0,0,0,0,El Tiburon,Carlson Gracie Jiu-Jitsu,"Santa Ana, California",United States,1970,25,177.8,87.543256,,71.83206,Southpaw,1,0,1,1,4,1,1,1,-2,-10.16,-25.854744,,0,-8,0,1,-1,0,Different Stance,-4.020312
45,UFC 5: The Return of the Beast542Dan SevernJoe Charles,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,6,Open Weight,John McCarthy,Submission,Rear-Naked Choke,1,1,38,98,98,Dan Severn,Fighter 1,win,52,2,1,1,2,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,37,187.96,113.398,,75.852372,Southpaw,2,1,3,0.666666667,1.333333333,1.333333333,0.666666667,1,0,2.54,-4.53592,,3,1.333333333,1.333333333,0.666666667,1,0.666666667,Same Stance,1.005078
45,UFC 5: The Return of the Beast542Dan SevernJoe Charles,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,6,Open Weight,John McCarthy,Submission,Rear-Naked Choke,1,1,38,98,98,Joe Charles,Fighter 2,loss,46,1,0,0,0,The Ghetto Man,,"Culver City, California",United States,1958,37,185.42,117.93392,,74.847294,Southpaw,0,0,0,0,0,0,0,0,0,-2.54,4.53592,,-3,-1.333333333,-1.333333333,-0.666666667,-1,-0.666666667,Same Stance,-1.005078
44,UFC 5: The Return of the Beast441Oleg TaktarovErnie Verdicia,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,5,Open Weight,John McCarthy,Submission,Choke,1,2,23,143,143,Oleg Taktarov,Fighter 1,win,47,0,0,1,1,The Russian Bear,Freelance,Nizhny Novgorod,Russia,1967,28,182.88,95.25432,,73.842216,Orthodox,0,0,0,0,0,0,0,0,,2.54,4.989512,,0,0,0,0,0,0,Same Stance,1.005078
44,UFC 5: The Return of the Beast441Oleg TaktarovErnie Verdicia,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,5,Open Weight,John McCarthy,Submission,Choke,1,2,23,143,143,Ernie Verdicia,Fighter 2,loss,63,2,0,0,0,,,"Miami, Florida",United States,,,180.34,90.264808,,72.837138,Orthodox,0,0,0,0,0,0,0,0,,-2.54,-4.989512,,0,0,0,0,0,0,Same Stance,-1.005078
43,UFC 5: The Return of the Beast340Todd MedinaLarry Cureton,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,4,Open Weight,John McCarthy,TKO,Punches,1,2,55,175,175,Todd Medina,Fighter 1,win,61,4,1,1,1,El Tiburon,Carlson Gracie Jiu-Jitsu,"Santa Ana, California",United States,1970,25,177.8,87.543256,,71.83206,Southpaw,0,0,0,0,0,0,0,0,,-10.16,-21.318824,,0,0,0,0,0,0,Different Stance,-4.020312
43,UFC 5: The Return of the Beast340Todd MedinaLarry Cureton,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,4,Open Weight,John McCarthy,TKO,Punches,1,2,55,175,175,Larry Cureton,Fighter 2,loss,62,1,0,0,0,,,"Jersey City, New Jersey",United States,,,187.96,108.86208,,75.852372,Orthodox,0,0,0,0,0,0,0,0,,10.16,21.318824,,0,0,0,0,0,0,Different Stance,4.020312
42,UFC 5: The Return of the Beast239Jon HessAndy Anderson,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,3,Open Weight,John McCarthy,TKO,Punches,1,1,23,83,83,Jon Hess,Fighter 1,win,59,17,0,0,0,The Giant With Attitude,Team Quest,"Encinitas, California",United States,,,200.66,133.80964,,80.877762,,0,0,0,0,0,0,0,0,,33.02,24.94756,,0,0,0,0,0,0,,13.066014
42,UFC 5: The Return of the Beast239Jon HessAndy Anderson,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,3,Open Weight,John McCarthy,TKO,Punches,1,1,23,83,83,Andy Anderson,Fighter 2,loss,60,2,0,0,0,The Hammer,,"Arlington, Texas",United States,1964,31,167.64,108.86208,,67.811748,,0,0,0,0,0,0,0,0,,-33.02,-24.94756,,0,0,0,0,0,0,,-13.066014
41,,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,2,,John McCarthy,TKO,Punches,1,2,2,122,122,Ian Freeman,Fighter 1,win,242,0,0,0,0,The Machine,Machine MMA,"Sunderland, Tyne and Wear",England,1970,25,180.34,102.0582,,72.837138,Orthodox,2,0,2,1,0,0,0,0,,-5.08,-2.26796,,0,0,0,0,0,1,,-2.010156
41,,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,2,,John McCarthy,TKO,Punches,1,2,2,122,122,Nate Schroeder,Fighter 2,loss,255,0,0,0,0,,,"Rock Island, Illinois",United States,,,185.42,104.32616,,74.847294,,0,2,2,0,0,0,0,0,,5.08,2.26796,,0,0,0,0,0,-1,,2.010156
40,UFC 5: The Return of the Beast138Dave BeneteauAsbel Cancio,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,1,Open Weight,John McCarthy,TKO,Punches,1,0,21,21,21,Dave Beneteau,Fighter 1,win,56,12,1,0,2,Dangerous,,"Windsor, Ontario",Canada,1968,27,187.96,113.398,,75.852372,Orthodox,0,0,0,0,0,0,0,0,,10.16,11.3398,,0,0,0,0,0,0,,4.020312
40,UFC 5: The Return of the Beast138Dave BeneteauAsbel Cancio,ONE ROUND,UFC Main Event,UFC 5 - The Return of the Beast,1995,4,7,America,"Charlotte, North Carolina, U.S.",Independence Arena,6000,NO,1,Open Weight,John McCarthy,TKO,Punches,1,0,21,21,21,Asbel Cancio,Fighter 2,loss,57,0,0,0,0,,,,,,,177.8,102.0582,,71.83206,,0,0,0,0,0,0,0,0,,-10.16,-11.3398,,0,0,0,0,0,0,,-4.020312
39,UFC 4: Revenge of the Warriors837Royce GracieDan Severn,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,YES,10,Open Weight,John McCarthy,Submission,Triangle Choke,1,15,49,949,949,Royce Gracie,Fighter 1,win,19,0,0,3,0,,Gracie Humaita,Rio de Janeiro,Brazil,1966,28,185.42,79.3786,,74.847294,Southpaw,10,0,10,1,2.7,0.6,1.1,1.5,-8,-2.54,-34.0194,,8,2.7,-0.9,0.1,0,0,Same Stance,-1.005078
39,UFC 4: Revenge of the Warriors837Royce GracieDan Severn,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,YES,10,Open Weight,John McCarthy,Submission,Triangle Choke,1,15,49,949,949,Dan Severn,Fighter 2,loss,52,4,1,0,0,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,36,187.96,113.398,,75.852372,Southpaw,2,0,2,1,0,1.5,1,1.5,8,2.54,34.0194,,-8,-2.7,0.9,-0.1,0,0,Same Stance,1.005078
38,UFC 4: Revenge of the Warriors130Guy MezgerJason Fairn,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,9,Open Weight,John McCarthy,TKO,Corner Stoppage,1,2,13,133,133,Guy Mezger,Fighter 1,win,14,19,1,0,2,The Sandman,Lion's Den Dallas,"Houston, Texas",United States,1968,26,185.42,90.7184,,74.847294,Orthodox,0,0,0,0,0,0,0,0,5,0,-13.60776,,0,0,0,0,0,0,,0
38,UFC 4: Revenge of the Warriors130Guy MezgerJason Fairn,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,9,Open Weight,John McCarthy,TKO,Corner Stoppage,1,2,13,133,133,Jason Fairn,Fighter 2,loss,48,9,0,0,0,Bonecracker,Fairn Jiu-Jitsu,"Vancouver, British Columbia",Canada,1973,21,185.42,104.32616,,74.847294,,0,0,0,0,0,0,0,0,-5,0,13.60776,,0,0,0,0,0,0,,0
37,UFC 4: Revenge of the Warriors736Dan SevernMarcus Bossett,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,8,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,0,52,52,52,Dan Severn,Fighter 1,win,52,0,1,1,2,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,36,187.96,113.398,,75.852372,Southpaw,1,0,1,1,0,2,1,1,,2.54,15.87572,,1,0,2,1,1,1,Different Stance,1.005078
37,UFC 4: Revenge of the Warriors736Dan SevernMarcus Bossett,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,8,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,0,52,52,52,Marcus Bossett,Fighter 2,loss,54,1,0,0,0,The Grasshopper,,"Los Angeles, California",United States,,,185.42,97.52228,,74.847294,Orthodox,0,0,0,0,0,0,0,0,,-2.54,-15.87572,,-1,0,-2,-1,-1,-1,Different Stance,-1.005078
36,UFC 4: Revenge of the Warriors635Royce GracieKeith Hackney,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,7,Open Weight,John McCarthy,Submission,Armlock,1,5,32,332,332,Royce Gracie,Fighter 1,win,19,11,0,3,0,,Gracie Humaita,Rio de Janeiro,Brazil,1966,28,185.42,79.3786,,74.847294,Southpaw,9,0,9,1,1.777777778,0.666666667,0.888888889,1.666666667,-8,5.08,-11.3398,,7,-19.22222222,0.666666667,0.388888889,1.166666667,0,Different Stance,2.010156
36,UFC 4: Revenge of the Warriors635Royce GracieKeith Hackney,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,7,Open Weight,John McCarthy,Submission,Armlock,1,5,32,332,332,Keith Hackney,Fighter 2,loss,38,4,0,0,0,The Giant Killer,,"Addison, Illinois",United States,1958,36,180.34,90.7184,,72.837138,Sideways,2,0,2,1,21,0,0.5,0.5,8,-5.08,11.3398,,-7,19.22222222,-0.666666667,-0.388888889,-1.166666667,0,Different Stance,-2.010156
35,UFC 4: Revenge of the Warriors534Dan SevernAnthony Macias,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,6,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,1,45,105,105,Dan Severn,Fighter 1,win,52,0,2,1,1,The Beast,The Beast Academy,"Coldwater, Michigan",United States,1958,36,187.96,113.398,,75.852372,Southpaw,0,0,0,0,0,0,0,0,11,12.7,29.48348,,0,0,0,0,0,0,Different Stance,5.02539
35,UFC 4: Revenge of the Warriors534Dan SevernAnthony Macias,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,6,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,1,45,105,105,Anthony Macias,Fighter 2,loss,53,8,0,0,0,Mad Dog,USA Stars,"Oklahoma City, Oklahoma",United States,1969,25,175.26,83.91452,,70.826982,Switch,0,0,0,0,0,0,0,0,-11,-12.7,-29.48348,,0,0,0,0,0,0,Different Stance,-5.02539
34,UFC 4: Revenge of the Warriors433Steve JennumMelton Bowen,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,5,Open Weight,John McCarthy,Submission,Armlock,1,4,47,287,287,Steve Jennum,Fighter 1,win,44,13,2,1,2,,,"Omaha, Nebraska",United States,,,177.8,97.52228,,71.83206,Orthodox,1,0,1,1,6,1,0,3,,-5.08,-4.53592,,1,6,1,0,3,1,Same Stance,-2.010156
34,UFC 4: Revenge of the Warriors433Steve JennumMelton Bowen,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,5,Open Weight,John McCarthy,Submission,Armlock,1,4,47,287,287,Melton Bowen,Fighter 2,loss,51,1,0,0,0,The Punisher,,"Irmo, South Carolina",United States,1969,25,182.88,102.0582,,73.842216,Orthodox,0,0,0,0,0,0,0,0,,5.08,4.53592,,-1,-6,-1,0,-3,-1,Same Stance,2.010156
33,UFC 4: Revenge of the Warriors332Keith HackneyJoe Son,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,4,Open Weight,John McCarthy,Submission,Choke,1,2,44,164,164,Keith Hackney,Fighter 1,win,38,8,0,1,1,The Giant Killer,,"Addison, Illinois",United States,1958,36,180.34,90.7184,,72.837138,Sideways,1,0,1,1,34,0,0,0,12,17.78,-16.329312,,1,34,0,0,0,1,Different Stance,7.035546
33,UFC 4: Revenge of the Warriors332Keith HackneyJoe Son,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,4,Open Weight,John McCarthy,Submission,Choke,1,2,44,164,164,Joe Son,Fighter 2,loss,50,0,1,1,1,,,"Huntington Beach, California",United States,1970,24,162.56,107.047712,,65.801592,Orthodox,0,0,0,0,0,0,0,0,-12,-17.78,16.329312,,-1,-34,0,0,0,-1,Different Stance,-7.035546
32,UFC 4: Revenge of the Warriors231Royce GracieRon van Clief,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,3,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,3,59,239,239,Royce Gracie,Fighter 1,win,19,7,1,1,3,,Gracie Humaita,Rio de Janeiro,Brazil,1966,28,185.42,79.3786,,74.847294,Southpaw,8,0,8,1,1.125,0.625,0.875,1.5,,7.62,-6.80388,,8,1.125,0.625,0.875,1.5,1,Different Stance,3.015234
32,UFC 4: Revenge of the Warriors231Royce GracieRon van Clief,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,3,Open Weight,John McCarthy,Submission,Rear Naked Choke,1,3,59,239,239,Ron van Clief,Fighter 2,loss,49,0,0,0,0,Black Dragon,,"Brooklyn, New York",United States,,,177.8,86.18248,,71.83206,Orthodox,0,0,0,0,0,0,0,0,,-7.62,6.80388,,-8,-1.125,-0.625,-0.875,-1.5,-1,Different Stance,-3.015234
31,,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,2,,John McCarthy,KO,,1,4,55,295,295,Ian Freeman,Fighter 1,win,242,0,0,0,0,The Machine,Machine MMA,"Sunderland, Tyne and Wear",England,1970,24,180.34,102.0582,,72.837138,Orthodox,1,0,1,1,0,0,0,0,,-5.08,-2.26796,,0,0,0,0,0,1,,-2.010156
31,,ONE ROUND,UFC Main Event,UFC 4 - Revenge of the Warriors,1994,12,16,America,"Tulsa, Oklahoma, U.S.",Expo Square Pavilion,5857,NO,2,,John McCarthy,KO,,1,4,55,295,295,Nate Schroeder,Fighter 2,loss,255,0,0,0,0,,,"Rock Island, Illinois",United States,,,185.42,104.32616,,74.847294,,0,1,1,0,0,0,0,0,,5.08,2.26796,,0,0,0,0,0,-1,,2.010156
