FIGHT ORDER,KEY,ROUND FORMAT,EVENT_TYPE,EVENT_NAME,EVENT_YEAR,EVENT_MONTH,EVENT_DAY,LOCATION COUNTRY,LOCATION CITY,VENUE,ATTENDANCE,MAIN FIGHT,MID,WEIGHT CLASS,REF,METHOD,METHOD_D,ROUND,FINISH_ROUND_MIN,FINISH_ROUND_SEC,FINISH_ROUND_INSECONDS,TOTAL_INSECONDS,FIGHTER NAME,FIGHER NO,OUTCOME,FIGHTER ID,STR,TD,SUB,PASS,NICK,ASSOCIATION,LOCALITY,COUNTRY,BIRTH_YEAR,AGE_AT_FIGHT,HEIGHT_CM,WEIGHT_KG,REACH_INCH,REACH_INCH1,STANCE,WIN_AT_FIGHT,NOTWIN_AT_FIGHT,TOTAL_AT_FIGHT,WINRATIO_AT_FIGHT,STRAVG_AT_FIGHT,TDAVG_AT_FIGHT,SUBAVG_AT_FIGHT,PASSAVG_AT_FIGHT,AGE_DIFF,HEIGHT_DIFF,WEIGHT_DIFF,REACH_DIFF,EXP_DIFF,STRAVG_AT_FIGHT_DIFF,TDAVG_AT_FIGHT_DIFF,SUBAVG_AT_FIGHT_DIFF,PASSAVG_AT_FIGHT_DIFF,WINRATIO_DIFF,STANCE_DIFF,REACH_DIFF1
2848,UFC Fight Night: Henderson vs Dos Anjos112825Rafael Dos AnjosBenson Henderson,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,YES,11,Lightweight,John McCarthy,KO,Punch,1,2,31,151,151,Benson Henderson,Fighter 2,loss,20548,10,0,0,0,Smooth,MMA Lab,"Glendale, Arizona",United States,1983,31,175.26,77.11064,70,70,Southpaw,9,1,10,0.9,58.7,2.6,0.9,1.7,1,2.54,6.80388,0,-5,27.43333333,0.733333333,0.1,0.1,0.233333333,Different Stance,0
2847,UFC Fight Night: Henderson vs Dos Anjos102824Jordan MeinMike Pyle,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,10,Welterweight,Dan Miragliotta,TKO,Punches,1,1,12,72,72,Jordan Mein,Fighter 1,win,6749,10,0,0,0,Young Gun,Canadian Martial Arts Centre,"Lethbridge, Alberta",Canada,1989,25,182.88,77.11064,73,73,Orthodox,2,1,3,0.666666667,33,1.333333333,0,1.333333333,-14,0,0,-1,-10,11.53846154,0.179487179,-0.846153846,0.179487179,-0.025641025,Same Stance,-1
2847,UFC Fight Night: Henderson vs Dos Anjos102824Jordan MeinMike Pyle,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,10,Welterweight,Dan Miragliotta,TKO,Punches,1,1,12,72,72,Mike Pyle,Fighter 2,loss,4577,2,0,0,0,Quicksand,Syndicate MMA,"Las Vegas, Nevada",United States,1975,39,182.88,77.11064,74,74,Orthodox,9,4,13,0.692307692,21.46153846,1.153846154,0.846153846,1.153846154,14,0,0,1,10,-11.53846154,-0.179487179,0.846153846,-0.179487179,0.025641025,Same Stance,1
2846,UFC Fight Night: Henderson vs Dos Anjos92823Thales LeitesFrancis Carmont,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,9,Middleweight,John McCarthy,KO,Punches,2,0,20,20,320,Thales Leites,Fighter 1,win,8593,18,0,0,0,,Nova Uniao,"Niteroi, Rio de Janeiro",Brazil,1981,33,185.42,83.91452,78,78,Orthodox,8,3,11,0.727272727,21.72727273,2.090909091,1.181818182,4.363636364,0,-5.08,-9.07184,0,3,-4.022727273,0.465909091,0.556818182,1.113636364,-0.022727273,Same Stance,0
2846,UFC Fight Night: Henderson vs Dos Anjos92823Thales LeitesFrancis Carmont,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,9,Middleweight,John McCarthy,KO,Punches,2,0,20,20,320,Francis Carmont,Fighter 2,loss,9798,18,0,0,0,Limitless,Renzo Gracie Jiu-Jitsu,"Jackson, New Jersey",United States,1981,33,190.5,92.98636,78,78,Orthodox,6,2,8,0.75,25.75,1.625,0.625,3.25,0,5.08,9.07184,0,-3,4.022727273,-0.465909091,-0.556818182,-1.113636364,0.022727273,Same Stance,0
2845,UFC Fight Night: Henderson vs Dos Anjos82822Max HollowayClay Collard,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,8,Catch Weight,Dan Miragliotta,TKO,Punches,3,3,47,227,827,Max Holloway,Fighter 1,win,38671,124,0,0,4,Blessed,Gracie Technics,"Waianae, Hawaii",United States,1991,23,180.34,65.77084,69,69,Orthodox,5,3,8,0.625,62.125,0,0.25,0.125,2,0,0,-4,8,62.125,0,0.25,0.125,0.625,Same Stance,-4
2845,UFC Fight Night: Henderson vs Dos Anjos82822Max HollowayClay Collard,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,8,Catch Weight,Dan Miragliotta,TKO,Punches,3,3,47,227,827,Clay Collard,Fighter 2,loss,78465,70,1,0,0,Cassius,The Pit Elevated Fight Team,"Price, Utah",United States,1993,21,180.34,65.77084,73,73,Orthodox,0,0,0,0,0,0,0,0,-2,0,0,4,-8,-62.125,0,-0.25,-0.125,-0.625,Same Stance,4
2844,UFC Fight Night: Henderson vs Dos Anjos72821James VickValmir Lazaro,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,7,Lightweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,James Vick,Fighter 1,win,81956,77,0,0,0,The Texecutioner,Team Lloyd Irvin,"Mineral Wells, Texas",United States,1987,27,190.5,70.30676,76,76,Orthodox,1,0,1,1,0,0,1,0,-2,7.62,0,3,1,0,0,1,0,1,Same Stance,3
2844,UFC Fight Night: Henderson vs Dos Anjos72821James VickValmir Lazaro,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,7,Lightweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,Valmir Lazaro,Fighter 2,loss,22216,91,4,0,1,Bidu,Nova Uniao,"Salvador, Bahia",Brazil,1985,29,182.88,70.30676,73,73,Orthodox,0,0,0,0,0,0,0,0,2,-7.62,0,-3,-1,0,0,-1,0,-1,Same Stance,-3
2843,UFC Fight Night: Henderson vs Dos Anjos62820Chas SkellyTom Niinimaki,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,6,Featherweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,2,35,155,155,Chas Skelly,Fighter 1,win,47227,2,1,1,4,The Scrapper,Team Takedown,"Keller, Texas",United States,1985,29,180.34,65.77084,72,72,Orthodox,0,1,1,0,19,0,0,1,-3,5.08,0,3,-1,7,-3,0,-2.5,-0.5,Same Stance,3
2843,UFC Fight Night: Henderson vs Dos Anjos62820Chas SkellyTom Niinimaki,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,6,Featherweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,2,35,155,155,Tom Niinimaki,Fighter 2,loss,5639,1,0,1,0,Stoneface,Finnfighters Gym,Turku,Finland,1982,32,175.26,65.77084,69,69,Orthodox,1,1,2,0.5,12,3,0,3.5,3,-5.08,0,-3,1,-7,3,0,2.5,0.5,Same Stance,-3
2842,UFC Fight Night: Henderson vs Dos Anjos52819Neil MagnyAlex Garcia,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,5,Welterweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,Neil Magny,Fighter 1,win,69166,39,3,0,2,,Grudge Training Center,"Dolton, Illinois",United States,1987,27,190.5,77.11064,80,80,Orthodox,4,2,6,0.666666667,38.83333333,2.166666667,0,1.833333333,0,15.24,0,8,4,3.833333333,-1.833333333,0,0.333333333,-0.333333333,Same Stance,8
2842,UFC Fight Night: Henderson vs Dos Anjos52819Neil MagnyAlex Garcia,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,5,Welterweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,Alex Garcia,Fighter 2,loss,54124,5,3,0,2,The Dominican Nightmare,Tristar Gym,"Montreal, Quebec",Canada,1987,27,175.26,77.11064,72,72,Orthodox,2,0,2,1,35,4,0,1.5,0,-15.24,0,-8,-4,-3.833333333,1.833333333,0,-0.333333333,0.333333333,Same Stance,-8
2841,UFC Fight Night: Henderson vs Dos Anjos42818Beneil DariushTony Martin,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,4,Lightweight,Dan Miragliotta,Submission,Arm-Triangle Choke,2,3,38,218,518,Beneil Dariush,Fighter 1,win,56583,26,2,1,2,,Kings MMA,"Yorba Linda, California",United States,1989,25,177.8,70.30676,72,72,Southpaw,1,1,2,0.5,9,0,0.5,0.5,0,-5.08,0,-1,1,-9,-1,-0.5,-2.5,0.5,Different Stance,-1
2841,UFC Fight Night: Henderson vs Dos Anjos42818Beneil DariushTony Martin,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,4,Lightweight,Dan Miragliotta,Submission,Arm-Triangle Choke,2,3,38,218,518,Tony Martin,Fighter 2,loss,80436,34,1,0,1,,American Top Team,"St. Cloud, Minnesota",United States,1989,25,182.88,70.30676,73,73,Orthodox,0,1,1,0,18,1,1,3,0,5.08,0,1,-1,9,1,0.5,2.5,-0.5,Different Stance,1
2840,UFC Fight Night: Henderson vs Dos Anjos32817Matt HobarAaron Phillips,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,3,Bantamweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,Matt Hobar,Fighter 1,win,59713,63,6,0,6,The Crowbar,Octagon MMA,"Dallas, Texas",United States,1987,27,177.8,61.23492,70,70,Southpaw,0,1,1,0,7,0,0,0,2,2.54,0,0,0,-11,0,-1,-1,0,Same Stance,0
2840,UFC Fight Night: Henderson vs Dos Anjos32817Matt HobarAaron Phillips,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,3,Bantamweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,Aaron Phillips,Fighter 2,loss,55298,38,0,0,0,The Model,Gladiators Academy,"Lafayette, Louisiana",United States,1989,25,175.26,61.23492,70,70,Southpaw,0,1,1,0,18,0,1,1,-2,-2.54,0,0,0,11,0,1,1,0,Same Stance,0
2839,UFC Fight Night: Henderson vs Dos Anjos22816Ben SaundersChris Heatherly,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,2,Welterweight,John McCarthy,Submission,Omoplata,1,2,18,138,138,Ben Saunders,Fighter 1,win,10339,4,0,2,0,Killa B,American Top Team Orlando,"Orlando, Florida",United States,1983,31,187.96,77.11064,77,77,Orthodox,4,3,7,0.571428571,26.71428571,0.142857143,1,0.571428571,,12.7,6.80388,9,7,26.71428571,0.142857143,1,0.571428571,0.571428571,Same Stance,9
2839,UFC Fight Night: Henderson vs Dos Anjos22816Ben SaundersChris Heatherly,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,2,Welterweight,John McCarthy,Submission,Omoplata,1,2,18,138,138,Chris Heatherly,Fighter 2,loss,101117,4,1,0,1,Stump,Fit or Fight,"Cahokia, Illinois",United States,,,175.26,70.30676,68,68,Orthodox,0,0,0,0,0,0,0,0,,-12.7,-6.80388,-9,-7,-26.71428571,-0.142857143,-1,-0.571428571,-0.571428571,Same Stance,-9
2838,UFC Fight Night: Henderson vs Dos Anjos12815Wilson ReisJoby Sanchez,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,1,Flyweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,Wilson Reis,Fighter 1,win,23401,22,9,1,9,,Brazilian Jiu-Jitsu United,"Januaria, Minas Gerais",Brazil,1985,29,162.56,56.699,65,65,Southpaw,1,1,2,0.5,28,3.5,0,2,6,-5.08,0,-3,2,28,3.5,0,2,0.5,Different Stance,-3
2838,UFC Fight Night: Henderson vs Dos Anjos12815Wilson ReisJoby Sanchez,MULTI-ROUND,UFC Fight Night,UFC Fight Night 49 - Henderson vs. dos Anjos,2014,8,23,America,"Tulsa, Oklahoma, U.S.",BOK Center,7119,NO,1,Flyweight,Kevin Nix,Decision,Unanimous,3,5,0,300,900,Joby Sanchez,Fighter 2,loss,50239,20,0,0,1,,Jackson-Wink MMA,"Albuquerque, New Mexico",United States,1991,23,167.64,56.699,68,68,Orthodox,0,0,0,0,0,0,0,0,-6,5.08,0,3,-2,-28,-3.5,0,-2,-0.5,Different Stance,3
2837,UFC Fight Night: Bader vs Saint Preux102804Ryan BaderOvince Saint Preux,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,YES,10,Light Heavyweight,Dan Miragliotta,Decision,Unanimous,5,5,0,300,1500,Ryan Bader,Fighter 1,win,22858,24,9,1,5,Darth,Power MMA Team,"Tempe, Arizona",United States,1983,31,187.96,92.98636,74,74,Orthodox,10,4,14,0.714285714,26.85714286,2.142857143,0.285714286,2.071428571,0,-2.54,0,-6,10,9.857142857,1.392857143,-0.214285714,1.071428571,-0.285714286,Different Stance,-6
2837,UFC Fight Night: Bader vs Saint Preux102804Ryan BaderOvince Saint Preux,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,YES,10,Light Heavyweight,Dan Miragliotta,Decision,Unanimous,5,5,0,300,1500,Ovince St. Preux,Fighter 2,loss,38842,24,2,0,1,OSP,Knoxville MMA,"Knoxville, Tennessee",United States,1983,31,190.5,92.98636,80,80,Southpaw,4,0,4,1,17,0.75,0.5,1,0,2.54,0,6,-10,-9.857142857,-1.392857143,0.214285714,-1.071428571,0.285714286,Different Stance,6
2836,UFC Fight Night: Bader vs Saint Preux92803Ross PearsonGray Maynard,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,9,Lightweight,Keith Peterson,TKO,Punches,2,1,35,95,395,Ross Pearson,Fighter 1,win,11884,26,0,0,0,The Real Deal,Alliance MMA,"Sunderland, Tyne and Wear",England,1984,30,172.72,70.30676,69,69,Orthodox,7,5,12,0.583333333,46.66666667,0.833333333,0,0.25,-5,-2.54,0,-1,-2,19.0952381,-1.452380952,-0.642857143,-1.892857143,-0.05952381,Same Stance,-1
2836,UFC Fight Night: Bader vs Saint Preux92803Ross PearsonGray Maynard,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,9,Lightweight,Keith Peterson,TKO,Punches,2,1,35,95,395,Gray Maynard,Fighter 2,loss,15835,15,2,0,0,The Bully,American Kickboxing Academy,"Santa Cruz, California",United States,1979,35,175.26,70.30676,70,70,Orthodox,9,5,14,0.642857143,27.57142857,2.285714286,0.642857143,2.142857143,5,2.54,0,1,2,-19.0952381,1.452380952,0.642857143,1.892857143,0.05952381,Same Stance,1
2835,UFC Fight Night: Bader vs Saint Preux82802Tim BoetschBrad Tavares,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,8,Middleweight,Kevin MacDonald,TKO,Punches,2,3,18,198,498,Tim Boetsch,Fighter 1,win,19544,14,1,0,0,The Barbarian,Team Irish,"Lincolnville, Maine",United States,1981,33,182.88,92.98636,74,74,Orthodox,8,6,14,0.571428571,29.85714286,1.285714286,0.785714286,0.785714286,6,-2.54,9.07184,0,5,-13.14285714,-0.158730159,0.785714286,0.119047619,-0.206349207,Same Stance,0
2835,UFC Fight Night: Bader vs Saint Preux82802Tim BoetschBrad Tavares,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,8,Middleweight,Kevin MacDonald,TKO,Punches,2,3,18,198,498,Brad Tavares,Fighter 2,loss,33095,24,0,0,0,,Xtreme Couture,"Kailua, Hawaii",United States,1987,27,185.42,83.91452,74,74,Orthodox,7,2,9,0.777777778,43,1.444444444,0,0.666666667,-6,2.54,-9.07184,0,-5,13.14285714,0.158730159,-0.785714286,-0.119047619,0.206349207,Same Stance,0
2834,UFC Fight Night: Bader vs Saint Preux72801Alan JoubanSeth Baczynski,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,7,Welterweight,Keith Peterson,KO,Punch,1,4,23,263,263,Alan Jouban,Fighter 1,win,65878,25,0,0,0,Brahma,Black House,"Lafayette, Louisiana",United States,1982,32,182.88,77.11064,73,73,Southpaw,0,0,0,0,0,0,0,0,-1,-7.62,0,-1,-9,-31.66666667,-0.555555556,-0.555555556,-0.444444444,-0.555555556,Different Stance,-1
2834,UFC Fight Night: Bader vs Saint Preux72801Alan JoubanSeth Baczynski,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,7,Welterweight,Keith Peterson,KO,Punch,1,4,23,263,263,Seth Baczynski,Fighter 2,loss,13827,25,1,0,0,The Polish Pistola,Power MMA Team,"Apache Junction, Arizona",United States,1981,33,190.5,77.11064,74,74,Orthodox,5,4,9,0.555555556,31.66666667,0.555555556,0.555555556,0.444444444,1,7.62,0,1,9,31.66666667,0.555555556,0.555555556,0.444444444,0.555555556,Different Stance,1
2833,UFC Fight Night: Bader vs Saint Preux62800Shawn JordanJack May,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,6,Heavyweight,Dan Miragliotta,TKO,Punches,3,2,3,123,723,Shawn Jordan,Fighter 1,win,45624,32,3,0,4,The Savage,American Top Team,"Baton Rouge, Louisiana",United States,1984,30,182.88,117.93392,75,75,Southpaw,3,3,6,0.5,24.66666667,0.333333333,0,0.833333333,-3,-20.32,2.26796,-4,5,19.66666667,-0.666666667,0,-0.166666667,0.5,Different Stance,-4
2833,UFC Fight Night: Bader vs Saint Preux62800Shawn JordanJack May,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,6,Heavyweight,Dan Miragliotta,TKO,Punches,3,2,3,123,723,Jack May,Fighter 2,loss,83949,20,0,0,0,The Outlaw,CSW,"Chino Hills, California",United States,1981,33,203.2,115.66596,79,79,Switch,0,1,1,0,5,1,0,1,3,20.32,-2.26796,4,-5,-19.66666667,0.666666667,0,0.166666667,-0.5,Different Stance,4
2832,UFC Fight Night: Bader vs Saint Preux52799Thiago TavaresRobert Peralta,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,5,Featherweight,Kevin MacDonald,Submission,Rear-Naked Choke,1,4,27,267,267,Thiago Tavares,Fighter 1,win,4647,18,2,1,2,,Team Tavares,"Florianopolis, Santa Catarina",Brazil,1984,30,170.18,65.77084,68,68,Orthodox,8,6,14,0.571428571,20.28571429,2.5,1,1.928571429,2,-2.54,0,-3,8,-27.88095238,1.666666667,1,1.595238095,-0.095238096,Same Stance,-3
2832,UFC Fight Night: Bader vs Saint Preux52799Thiago TavaresRobert Peralta,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,5,Featherweight,Kevin MacDonald,Submission,Rear-Naked Choke,1,4,27,267,267,Robbie Peralta,Fighter 2,loss,21339,0,0,0,0,Problems,Team Xplode MMA,"Escondido, California",United States,1986,28,172.72,65.77084,71,71,Orthodox,4,2,6,0.666666667,48.16666667,0.833333333,0,0.333333333,-2,2.54,0,3,-8,27.88095238,-1.666666667,-1,-1.595238095,0.095238096,Same Stance,3
2831,UFC Fight Night: Bader vs Saint Preux42798Jussier FormigaZach Makovsky,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,4,Flyweight,Keith Peterson,Decision,Unanimous,3,5,0,300,900,Jussier da Silva,Fighter 1,win,36939,11,2,0,3,Formiga,Kimura Nova Uniao,"Natal, Rio Grande do Norte",Brazil,1985,29,165.1,56.699,67,67,Orthodox,2,2,4,0.5,8.5,1.25,0.25,1.75,-3,2.54,0,3,2,-21.5,-4.25,-0.25,-1.25,-0.5,Different Stance,3
2831,UFC Fight Night: Bader vs Saint Preux42798Jussier FormigaZach Makovsky,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,4,Flyweight,Keith Peterson,Decision,Unanimous,3,5,0,300,900,Zach Makovsky,Fighter 2,loss,20522,25,1,0,1,Fun Size,Philadelphia Fight Factory,"Bethlehem, Pennsylvania",United States,1982,32,162.56,56.699,64,64,Southpaw,2,0,2,1,30,5.5,0.5,3,3,-2.54,0,-3,-2,21.5,4.25,0.25,1.25,0.5,Different Stance,-3
2830,UFC Fight Night: Bader vs Saint Preux32797Sara McMannLauren Murphy,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,3,Womens Bantamweight,Kevin MacDonald,Decision,Split,3,5,0,300,900,Sara McMann,Fighter 1,win,67094,38,5,0,3,,Revolution MMA,"Gaffney, South Carolina",United States,1980,34,167.64,61.23492,66,66,Orthodox,1,1,2,0.5,10.5,1,0,0.5,3,-2.54,0,-1,2,10.5,1,0,0.5,0.5,Same Stance,-1
2830,UFC Fight Night: Bader vs Saint Preux32797Sara McMannLauren Murphy,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,3,Womens Bantamweight,Kevin MacDonald,Decision,Split,3,5,0,300,900,Lauren Murphy,Fighter 2,loss,66725,48,0,0,0,,Gracie Barra Katy,"Anchorage, Alaska",United States,1983,31,170.18,61.23492,67,67,Orthodox,0,0,0,0,0,0,0,0,-3,2.54,0,1,-2,-10.5,-1,0,-0.5,-0.5,Same Stance,1
2829,UFC Fight Night: Bader vs Saint Preux22796Tom WatsonSam Alvey,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,2,Middleweight,Dan Miragliotta,Decision,Unanimous,3,5,0,300,900,Tom Watson,Fighter 1,win,15179,85,0,0,0,Kong,Jackson-Wink MMA,Southampton,England,1982,32,185.42,83.91452,73,73,Orthodox,1,3,4,0.25,51,0,0,0,4,-2.54,0,-2,4,51,0,0,0,0.25,Different Stance,-2
2829,UFC Fight Night: Bader vs Saint Preux22796Tom WatsonSam Alvey,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,2,Middleweight,Dan Miragliotta,Decision,Unanimous,3,5,0,300,900,Sam Alvey,Fighter 2,loss,35410,82,0,0,0,Smile'n,Team Quest,"Waterford, Wisconsin",United States,1986,28,187.96,83.91452,75,75,Southpaw,0,0,0,0,0,0,0,0,-4,2.54,0,2,-4,-51,0,0,0,-0.25,Different Stance,2
2828,UFC Fight Night: Bader vs Saint Preux12795Frankie SaenzNolan Ticman,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,1,Bantamweight,Keith Peterson,Decision,Unanimous,3,5,0,300,900,Frankie Saenz,Fighter 1,win,55410,67,5,0,2,,Trident Performance Training,"Phoenix, Arizona",United States,1980,34,167.64,61.23492,66,66,Orthodox,0,0,0,0,0,0,0,0,8,0,4.53592,-3,0,0,0,0,0,0,Same Stance,-3
2828,UFC Fight Night: Bader vs Saint Preux12795Frankie SaenzNolan Ticman,MULTI-ROUND,UFC Fight Night,UFC Fight Night 47 - Bader vs. St. Preux,2014,8,16,America,"Bangor, Maine, U.S.",Cross Insurance Center,5329,NO,1,Bantamweight,Keith Peterson,Decision,Unanimous,3,5,0,300,900,Nolan Ticman,Fighter 2,loss,72084,25,0,0,0,,Kings MMA,"Palm Springs, California",United States,1988,26,167.64,56.699,69,69,Orthodox,0,0,0,0,0,0,0,0,-8,0,-4.53592,3,0,0,0,0,0,0,Same Stance,3
2827,UFC on Fox: Lawler vs Brown132794Robbie LawlerMatt Brown,MULTI-ROUND,Fox Sports,UFC on Fox 12 - Lawler vs. Brown,2014,7,26,America,"San Jose, California, U.S.",SAP Center,11482,YES,12,Welterweight,John McCarthy,Decision,Unanimous,5,5,0,300,1500,Robbie Lawler,Fighter 1,win,2245,80,2,0,2,Ruthless,American Top Team,"Granite City, Illinois",United States,1982,32,180.34,77.11064,74,74,Southpaw,8,4,12,0.666666667,38.33333333,1.166666667,0,0.75,-1,-2.54,0,-1,-5,3.392156863,-0.009803922,-1.294117647,-0.132352941,-0.039215686,Different Stance,-1
