Full Name,FIRST,LAST,NICKNAME,HT.,Height_FT,Height_INCH,Height_CM,WT.,WEIGHT_LB,WEIGHT_KG,REACH,REACH_INCH,STANCE,W,L,D,BELT,GENDER,DIVISION
Keisuke Fujiwara,Keisuke,Fujiwara,,"5' 6""",5,6,167.64,139 lbs.,139,63.049288,--,0,Switch,11,4,4,,M,Featherweight
Keita Nakamura,Keita,Nakamura,K-Taro,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"73.0""",73,Southpaw,31,7,2,,M,Welterweight
Keith Berish,Keith,Berish,Sha Bang Bang,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,"73.0""",73,Orthodox,5,0,0,,M,Light Heavyweight
Keith Berry,Keith,Berry,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,--,0,n/a,10,9,0,,M,Middleweight
Keith Hackney,Keith,Hackney,The Giant Killer,"5' 11""",5,11,180.34,200 lbs.,200,90.7184,--,0,Sideways,2,2,0,,M,Light Heavyweight
Keith Jardine,Keith,Jardine,The Dean of Mean,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,"76.0""",76,Orthodox,17,10,2,,M,Middleweight
Keith Mielke,Keith,Mielke,,"5' 8""",5,8,172.72,185 lbs.,185,83.91452,--,0,n/a,0,5,0,,M,Middleweight
Keith Rockel,Keith,Rockel,Rock,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,12,4,1,,M,Middleweight
Keith Wisniewski,Keith,Wisniewski,The Polish Connection,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"75.0""",75,Orthodox,28,13,1,,M,Welterweight
Kelly Dullanty,Kelly,Dullanty,Psycho,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Orthodox,4,2,0,,M,Lightweight
Kelly Faszholz,Kelly,Faszholz,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"67.0""",67,Orthodox,3,1,0,,F,Bantamweight
Kelly Kobold,Kelly,Kobold,Blood Red,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,Orthodox,17,3,1,,F,Bantamweight
Kelvin Gastelum,Kelvin,Gastelum,,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"71.0""",71,Southpaw,12,2,0,,M,Welterweight
Kemran Lachinov,Kemran,Lachinov,,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,2,1,0,,M,Welterweight
Ken Kaneko,Ken,Kaneko,,"6' 0""",6,0,182.88,161 lbs.,161,73.028312,--,0,Orthodox,0,3,0,,M,Welterweight
Ken Shamrock,Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"72.0""",72,Orthodox,28,16,2,,M,Light Heavyweight
Ken Stone,Ken,Stone,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"71.0""",71,n/a,11,4,0,,M,Bantamweight
Kendall Grove,Kendall,Grove,Da Spyder,"6' 6""",6,6,198.12,185 lbs.,185,83.91452,"79.0""",79,Orthodox,13,10,0,,M,Middleweight
Kengo Ura,Kengo,Ura,Uraken,"5' 9""",5,9,175.26,165 lbs.,165,74.84268,--,0,n/a,10,8,0,,M,Welterweight
Kengo Watanabe,Kengo,Watanabe,,"6' 4""",6,4,193.04,220 lbs.,220,99.79024,--,0,Orthodox,8,13,3,,M,Heavyweight
Kenichi Yamamoto,Kenichi,Yamamoto,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,5,10,2,,M,Welterweight
Kenji Arai,Kenji,Arai,,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,--,0,Southpaw,15,15,5,,M,Featherweight
Kenji Osawa,Kenji,Osawa,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"66.0""",66,Orthodox,18,10,2,,M,Bantamweight
Kenneth Alexander,Kenneth,Alexander,The Machine,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,Orthodox,5,5,0,,M,Lightweight
Kenneth Seegrist,Kenneth,Seegrist,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,4,6,0,,M,Middleweight
Kenny Florian,Kenny,Florian,KenFlo,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,"74.0""",74,Southpaw,14,6,0,,M,Featherweight
Kenny Giddens,Kenny,Giddens,,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,n/a,12,7,0,,M,Lightweight
Kenny Robertson,Kenny,Robertson,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"74.0""",74,Orthodox,15,4,0,,M,Welterweight
Kenyon Jackson,Kenyon,Jackson,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,n/a,3,3,0,,M,Middleweight
Kerry Schall,Kerry,Schall,Meat Truck,"6' 2""",6,2,187.96,265 lbs.,265,120.20188,--,0,Orthodox,23,12,0,,M,Heavyweight
Kerry Vera,Kerry,Vera,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,Orthodox,2,0,0,,F,Bantamweight
Kestutis Smirnovas,Kestutis,Smirnovas,,"5' 10""",5,10,177.8,200 lbs.,200,90.7184,--,0,Orthodox,22,8,1,,M,Light Heavyweight
Kevin Burns,Kevin,Burns,The Fire,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"74.0""",74,Orthodox,9,5,0,,M,Welterweight
Kevin Casey,Kevin,Casey,King,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,"77.0""",77,Southpaw,9,4,0,,M,Middleweight
Kevin Engel,Kevin,Engel,The Hitman,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,--,0,n/a,4,0,0,,M,Welterweight
Kevin Ferguson,Kevin,Ferguson,Kimbo Slice,"6' 2""",6,2,187.96,235 lbs.,235,106.59412,--,0,Orthodox,5,2,0,,M,Heavyweight
Kevin Haley,Kevin,Haley,The North Woods Nightmare,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,n/a,4,3,0,,M,Light Heavyweight
Kevin Jackson,Kevin,Jackson,,"5' 10""",5,10,177.8,199 lbs.,199,90.264808,--,0,Switch,4,2,0,,M,Light Heavyweight
Kevin Jordan,Kevin,Jordan,The Shaman,"6' 3""",6,3,190.5,245 lbs.,245,111.13004,--,0,Orthodox,11,9,0,,M,Heavyweight
Kevin Knabjian,Kevin,Knabjian,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,10,6,1,,M,Welterweight
Kevin Lee,Kevin,Lee,The Motown Phenom,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"77.0""",77,Orthodox,11,2,0,,M,Lightweight
Kevin Randleman,Kevin,Randleman,The Monster,"5' 10""",5,10,177.8,205 lbs.,205,92.98636,--,0,Orthodox,17,16,0,,M,Light Heavyweight
Kevin Roddy,Kevin,Roddy,K-Rod,"5' 11""",5,11,180.34,145 lbs.,145,65.77084,--,0,n/a,10,13,1,,M,Featherweight
Kevin Rosier,Kevin,Rosier,,"6' 4""",6,4,193.04,275 lbs.,275,124.7378,--,0,Orthodox,2,6,0,,M,Super Heavyweight
Khabib Nurmagomedov,Khabib,Nurmagomedov,The Eagle,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"70.0""",70,Orthodox,23,0,0,,M,Lightweight
Khomkrit Niimi,Khomkrit,Niimi,The Bumblebee,"5' 2""",5,2,157.48,125 lbs.,125,56.699,--,0,n/a,6,8,0,,M,Flyweight
Kier Gooch,Kier,Gooch,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,2,7,0,,M,Lightweight
Kiichi Kunimoto,Kiichi,Kunimoto,Strasser,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"71.0""",71,Orthodox,18,6,2,,M,Welterweight
Kim Couture,Kim,Couture,Sugar Free,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,--,0,Orthodox,3,6,0,,F,Bantamweight
Kim In Seok,Kim In,Seok,,"5' 6""",5,6,167.64,145 lbs.,145,65.77084,--,0,Orthodox,3,5,0,,M,Featherweight
Kimo Leopoldo,Kimo,Leopoldo,,"6' 3""",6,3,190.5,235 lbs.,235,106.59412,--,0,Orthodox,10,7,1,,M,Heavyweight
Kin Moy,Kin,Moy,Kong,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,--,0,n/a,8,2,0,,M,Bantamweight
Kiril Sidelnikov,Kiril,Sidelnikov,,"5' 11""",5,11,180.34,230 lbs.,230,104.32616,--,0,n/a,7,4,0,,M,Heavyweight
Kit Cope,Kit,Cope,Havoc,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,4,7,0,,M,Welterweight
Kiyoshi Tamura,Kiyoshi,Tamura,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Southpaw,32,13,3,,M,Middleweight
KJ Noons,KJ,Noons,King,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"72.0""",72,Orthodox,12,8,0,,M,Lightweight
Klayton Mai,Klayton,Mai,,"5' 9""",5,9,175.26,125 lbs.,125,56.699,--,0,n/a,8,1,0,,M,Flyweight
Koichiro Matsumoto,Koichiro,Matsumoto,,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,n/a,15,3,1,,M,Featherweight
Koji Kitao,Koji,Kitao,,"6' 7""",6,7,200.66,350 lbs.,350,158.7572,--,0,Southpaw,1,2,0,,M,Super Heavyweight
Koji Oishi,Koji,Oishi,,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,21,8,8,,M,Welterweight
Konstantin Erokhin,Konstantin,Erokhin,The Russian Bear,"5' 11""",5,11,180.34,230 lbs.,230,104.32616,"73.0""",73,Orthodox,9,3,0,,M,Heavyweight
Kotetsu Boku,Kotetsu,Boku,,"5' 9""",5,9,175.26,154 lbs.,154,69.853168,--,0,Orthodox,18,7,2,,M,Lightweight
Kris McCray,Kris,McCray,Savage,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"76.0""",76,Orthodox,6,3,0,,M,Welterweight
Kris Rotharmel,Kris,Rotharmel,,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,Open Stance,4,3,0,,M,Light Heavyweight
Krishaun Gilmore,Krishaun,Gilmore,,--,0,0,0,--,0,0,--,0,n/a,0,1,0,,M,n/a
Kristof Midoux,Kristof,Midoux,The Hurricane,"6' 1""",6,1,185.42,220 lbs.,220,99.79024,--,0,Orthodox,6,10,0,,M,Heavyweight
Krzysztof Jotko,Krzysztof,Jotko,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"77.0""",77,Southpaw,17,1,0,,M,Middleweight
Krzysztof Soszynski,Krzysztof,Soszynski,The Polish Experiment,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"77.0""",77,Open Stance,26,12,1,,M,Light Heavyweight
Kultar Gill,Kultar,Gill,Black Mamba,"6' 0""",6,0,182.88,154 lbs.,154,69.853168,--,0,Orthodox,10,8,0,,M,Lightweight
Kuniyoshi Hironaka,Kuniyoshi,Hironaka,,"5' 10""",5,10,177.8,168 lbs.,168,76.203456,"70.0""",70,Orthodox,19,8,0,,M,Welterweight
Kurt Holobaugh,Kurt,Holobaugh,,"5' 11""",5,11,180.34,145 lbs.,145,65.77084,"70.0""",70,Orthodox,8,2,0,,M,Featherweight
Kurt Osiander,Kurt,Osiander,,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,4,1,0,,M,Middleweight
Kurt Pellegrino,Kurt,Pellegrino,Batman,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"70.0""",70,Orthodox,16,6,0,,M,Lightweight
Kyle Bochniak,Kyle,Bochniak,Crash,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,"70.0""",70,Orthodox,6,1,0,,M,Featherweight
Kyle Bolt,Kyle,Bolt,,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,n/a,8,4,0,,M,Middleweight
Kyle Bradley,Kyle,Bradley,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"71.0""",71,Orthodox,15,8,0,,M,Lightweight
Kyle Dietz,Kyle,Dietz,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,--,0,Orthodox,5,2,0,,M,Bantamweight
Kyle Jensen,Kyle,Jensen,,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,Orthodox,40,11,2,,M,Welterweight
Kyle Kingsbury,Kyle,Kingsbury,Kingsbu,"6' 4""",6,4,193.04,205 lbs.,205,92.98636,"76.0""",76,Orthodox,11,6,0,,M,Light Heavyweight
Kyle Kurtz,Kyle,Kurtz,,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,5,0,0,,M,Welterweight
Kyle Levinton,Kyle,Levinton,,--,0,0,0,--,0,0,--,0,n/a,0,3,0,,M,n/a
Kyle Noke,Kyle,Noke,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"76.0""",76,Southpaw,22,8,1,,M,Welterweight
Kyle Sturgeon,Kyle,Sturgeon,,"6' 3""",6,3,190.5,225 lbs.,225,102.0582,--,0,Switch,0,1,0,,M,Heavyweight
Kyle Watson,Kyle,Watson,,"6' 0""",6,0,182.88,155 lbs.,155,70.30676,--,0,n/a,13,7,1,,M,Lightweight
Kyoji Horiguchi,Kyoji,Horiguchi,,"5' 5""",5,5,165.1,125 lbs.,125,56.699,"66.0""",66,Orthodox,16,2,0,,M,Flyweight
Kyosuke Sasaki,Kyosuke,Sasaki,,"5' 7""",5,7,170.18,183 lbs.,183,83.007336,--,0,Southpaw,3,7,4,,M,Middleweight
Kyung Ho Kang,Kyung,Ho Kang,Mr. Perfect,"5' 9""",5,9,175.26,135 lbs.,135,61.23492,"72.0""",72,Orthodox,13,7,0,,M,Bantamweight
Lacey Schuckman,Lacey,Schuckman,,"5' 3""",5,3,160.02,125 lbs.,125,56.699,--,0,n/a,6,4,0,,F,Flyweight
Lance Benoist,Lance,Benoist,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"73.0""",73,Southpaw,7,2,0,,M,Welterweight
Lance Gibson,Lance,Gibson,Fearless,"5' 9""",5,9,175.26,185 lbs.,185,83.91452,--,0,Orthodox,4,5,0,,M,Middleweight
Landon Showalter,Landon,Showalter,The Show,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,n/a,11,19,1,,M,Middleweight
Larissa Pacheco,Larissa,Pacheco,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"69.0""",69,Orthodox,10,2,0,,F,Bantamweight
Larry Cureton,Larry,Cureton,,"6' 2""",6,2,187.96,240 lbs.,240,108.86208,--,0,Orthodox,0,2,0,,M,Heavyweight
Larry Parker,Larry,Parker,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,13,6,1,,M,Light Heavyweight
Lauren Murphy,Lauren,Murphy,Lucky,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,Orthodox,9,2,0,,F,Bantamweight
Lavar Johnson,Lavar,Johnson,Big,"6' 4""",6,4,193.04,240 lbs.,240,108.86208,"82.0""",82,Orthodox,17,7,0,,M,Heavyweight
Laverne Clark,Laverne,Clark,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,27,19,1,,M,Welterweight
LC Davis,LC,Davis,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"69.0""",69,Southpaw,17,4,0,,M,Bantamweight
Leandro Issa,Leandro,Issa,Brodinho,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"69.0""",69,Orthodox,13,5,0,,M,Bantamweight
Leandro Silva,Leandro,Silva,Buscape,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"72.0""",72,Orthodox,19,2,1,,M,Lightweight
Lee Brousseau,Lee,Brousseau,Manimal,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,5,3,0,,M,Light Heavyweight
Lee Gibson,Lee,Gibson,Lethal,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,n/a,12,3,0,,M,Lightweight
Lee Higgins,Lee,Higgins,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,2,1,0,,M,Lightweight
Lee Kwan Bum,Lee Kwan,Bum,,"6' 2""",6,2,187.96,286 lbs.,286,129.727312,--,0,Orthodox,0,1,0,,M,Super Heavyweight
Lee Murray,Lee,Murray,Lightning,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,Orthodox,8,2,1,,M,Middleweight
Leigh Remedios,Leigh,Remedios,Bulldog,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,17,9,2,,M,Lightweight
Leiticia Pestova,Leiticia,Pestova,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,Orthodox,0,2,0,,M,Bantamweight
Lemont Davis,Lemont,Davis,,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,2,5,0,,M,Welterweight
Len Bentley,Len,Bentley,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,n/a,9,4,0,,M,Lightweight
Leo Kuntz,Leo,Kuntz,The Lion,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"74.0""",74,Orthodox,17,3,1,,M,Lightweight
Leo Sylvest,Leo,Sylvest,Lethal,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,10,26,0,,M,Light Heavyweight
Leon Edwards,Leon,Edwards,Rocky,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"74.0""",74,Southpaw,10,3,0,,M,Welterweight
Leonard Garcia,Leonard,Garcia,Bad Boy,"5' 10""",5,10,177.8,145 lbs.,145,65.77084,"69.0""",69,Orthodox,19,11,1,,M,Featherweight
Leonardo Guimaraes,Leonardo,Guimaraes,Leleco,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"73.0""",73,Orthodox,11,2,0,,M,Middleweight
Leonardo Mafra Texeira,Leonardo,Mafra Texeira,Macarrao,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"70.0""",70,Orthodox,12,3,0,,M,Lightweight
Leonardo Morales,Leonardo,Morales,Chimy,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"68.0""",68,Southpaw,5,2,0,,M,Bantamweight
Leonardo Santos,Leonardo,Santos,Nenhum,"6' 0""",6,0,182.88,155 lbs.,155,70.30676,"75.0""",75,Orthodox,15,4,1,,M,Lightweight
Leslie Smith,Leslie,Smith,The Peacemaker,"5' 9""",5,9,175.26,135 lbs.,135,61.23492,"66.0""",66,Orthodox,8,6,1,,F,Bantamweight
Levan Makashvili,Levan,Makashvili,The Hornet,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"68.0""",68,Orthodox,10,2,1,,M,Featherweight
Levi Alford,Levi,Alford,,--,0,0,0,--,0,0,--,0,n/a,1,4,0,,M,n/a
Levi Avera,Levi,Avera,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,n/a,16,10,0,,M,Welterweight
